"","kingdom","phylum","order","family","genus"
"ASV136","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV13632","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Companilactobacillus"
"ASV1365","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV1367","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Megamonas"
"ASV1368","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV137","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Pectinatus"
"ASV1370","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"ASV1372","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV1373","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1374","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Paucilactobacillus"
"ASV1376","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter"
"ASV1377","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Carnimonas"
"ASV1378","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV1379","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV138","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV13804","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Apilactobacillus"
"ASV1381","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1383","Bacteria","Proteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"
"ASV13838","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Pectinatus"
"ASV1387","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia"
"ASV1388","Bacteria","Proteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"ASV139","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter"
"ASV1390","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Weissella"
"ASV1392","Bacteria","Firmicutes","Clostridiales","Peptoniphilaceae","Gallicola"
"ASV1395","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV13977","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV1398","Bacteria","Proteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"
"ASV1399","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV14","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella"
"ASV140","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV1402","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1405","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV14094","Bacteria","Firmicutes","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV141","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Erwinia"
"ASV14100","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1412","Bacteria","Proteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"ASV14134","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV14138","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV14142","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV14153","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV1417","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotellamassilia"
"ASV14180","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Apilactobacillus"
"ASV14188","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV142","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV14201","Bacteria","Proteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"
"ASV1421","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV1422","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV14225","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas"
"ASV1423","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV1425","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV14276","Bacteria","Proteobacteria","Enterobacterales","Morganellaceae","Morganella"
"ASV1429","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"ASV14298","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV1430","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1432","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV1433","Bacteria","Firmicutes","Clostridiales","Lachnospiraceae","Blautia"
"ASV1438","Bacteria","Tenericutes","Entomoplasmatales","Entomoplasmataceae","Mesoplasma"
"ASV1439","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV144","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella"
"ASV1440","Bacteria","Proteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"ASV14406","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Leuconostoc"
"ASV1441","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1442","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio"
"ASV1444","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV14450","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV1446","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV145","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV1450","Bacteria","Firmicutes","Bacillales","Bacillaceae","Bacillus"
"ASV14505","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1455","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acidomonas"
"ASV14553","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter"
"ASV1458","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV14591","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV1464","Bacteria","Proteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"ASV1466","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV1467","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Paucilactobacillus"
"ASV1469","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV14693","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV147","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Apilactobacillus"
"ASV1470","Bacteria","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"ASV14711","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV1472","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV1473","Bacteria","Firmicutes","Veillonellales","Veillonellaceae","Veillonella"
"ASV1476","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1480","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV1483","Bacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium"
"ASV1484","Bacteria","Proteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium"
"ASV1489","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV149","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Stutzerimonas"
"ASV1491","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV14936","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV14962","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV14999","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV15","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV150","Bacteria","Firmicutes","Bacillales","Planococcaceae","Metalysinibacillus"
"ASV1502","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter"
"ASV1503","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV1505","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Atopobiaceae spc"
"ASV15121","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV15128","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV1519","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV152","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"ASV1521","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotellamassilia"
"ASV15235","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV1526","Bacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter"
"ASV15277","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Neisseriaceae spc"
"ASV153","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV15314","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV1536","Bacteria","Proteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"ASV154","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Holzapfelia"
"ASV15401","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV1543","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV1547","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Pediococcus"
"ASV1549","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Atopobiaceae spc"
"ASV1550","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1554","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV15550","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV1559","Bacteria","Proteobacteria","Rhizobiales","Rhizobiales spc","Rhizobiales spc"
"ASV156","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV1560","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV1561","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"ASV15611","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1562","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV1568","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV1569","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Empedobacter"
"ASV15693","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV157","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV15721","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV1575","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV15752","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV1577","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Faecalibacterium"
"ASV1579","Bacteria","Proteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodoplanes"
"ASV158","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halotalea"
"ASV1581","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV1582","Bacteria","Proteobacteria","Rhodospirillales","Rhodospirillales spc","Rhodospirillales spc"
"ASV1583","Bacteria","Firmicutes","Veillonellales","Veillonellaceae","Megasphaera"
"ASV1589","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Endobacter"
"ASV1593","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV1596","Bacteria","Proteobacteria","Rhizobiales","Rhizobiales spc","Rhizobiales spc"
"ASV1598","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV1599","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Tanticharoenia"
"ASV16","Bacteria","Proteobacteria","Enterobacterales","Hafniaceae","Hafnia"
"ASV160","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV1607","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV161","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV16125","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Liquorilactobacillus"
"ASV162","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1624","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV1628","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Vagococcus"
"ASV1629","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV163","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV1636","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV1638","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter"
"ASV16380","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV164","Bacteria","Proteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"ASV1640","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia"
"ASV16404","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV1641","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV16416","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1642","Bacteria","Bacteroidetes","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"ASV1643","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halotalea"
"ASV1644","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV16456","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbus"
"ASV16471","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV165","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1652","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV1653","Bacteria","Firmicutes","Bacillales","Planococcaceae","Kurthia"
"ASV166","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Bombella"
"ASV1661","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV1662","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV1668","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV16687","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1669","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Megamonas"
"ASV167","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter"
"ASV1672","Bacteria","Proteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"ASV1674","Bacteria","Firmicutes","Veillonellales","Veillonellaceae","Megasphaera"
"ASV1677","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV1678","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV168","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1680","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV16824","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Neisseriaceae spc"
"ASV1683","Bacteria","Proteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"ASV1685","Bacteria","Proteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
"ASV169","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Swaminathania"
"ASV1693","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV16954","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV1697","Bacteria","Verrucomicrobia","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacteraceae family"
"ASV1699","Bacteria","Firmicutes","Veillonellales","Veillonellaceae","Veillonella"
"ASV16997","Bacteria","Proteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"ASV17","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Apilactobacillus"
"ASV170","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV1700","Bacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium"
"ASV17010","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV1705","Bacteria","Proteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodoplanes"
"ASV1706","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV171","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV17102","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV1711","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV17111","Bacteria","Proteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"ASV1712","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Faecalibacterium"
"ASV17146","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV1715","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV17167","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV1717","Bacteria","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"ASV1718","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV17193","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Liquorilactobacillus"
"ASV17237","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV1724","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV1725","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Floricoccus"
"ASV1726","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Olsenella"
